Gene,Subset,Contrast,log2FC,Pr(>|t|),FDR
STXBP2,Glioma,High - Low,0.622333014,0.351273195,0.455458501
ERLEC1,Glioma,High - Low,0.737201557,0.00302819,0.015475446
YPEL5,Glioma,High - Low,0.078728345,0.638202829,0.720592415
CRY2,Glioma,High - Low,1.274127805,0.022268889,0.057031856
ZNF469,Glioma,High - Low,1.067271186,0.17352488,0.261867364
FLNC,Glioma,High - Low,1.248733891,0.15891523,0.24497469
ANK2,Glioma,High - Low,0.439385735,0.395808008,0.500030321
ING4,Glioma,High - Low,0.628619609,0.002926239,0.015161555
BEX4,Glioma,High - Low,0.472938191,0.108969279,0.182720099
CTSA,Glioma,High - Low,0.674933718,0.15338236,0.238161801
ETFA,Glioma,High - Low,0.688335617,0.001523385,0.010233803
CEACAM19,Glioma,High - Low,-0.400321619,0.193339729,0.285485178
RPGRIP1L,Glioma,High - Low,1.255436674,0.03765026,0.082660092
AP4S1,Glioma,High - Low,0.6665452,0.111057319,0.185444902
ZEB1,Glioma,High - Low,0.867011779,0.003115885,0.015655093
ATXN7,Glioma,High - Low,1.098551741,0.000530339,0.005703871
UBP1,Glioma,High - Low,2.404683287,5.19E-06,0.000654045
PAK3,Glioma,High - Low,0.876391321,0.070695081,0.132022635
UGT8,Glioma,High - Low,0.138387859,0.896222939,0.924653732
SULF1,Glioma,High - Low,0.327852843,0.533214609,0.628217302
SPRED2,Glioma,High - Low,1.236132708,0.003492457,0.016780457
WDSUB1,Glioma,High - Low,0.866888572,4.10E-05,0.001605357
VGLL4,Glioma,High - Low,0.735057962,0.000153897,0.003129592
SLC39A13,Glioma,High - Low,1.49400632,0.003088279,0.015611906
DIS3,Glioma,High - Low,0.53278691,0.006950687,0.026057302
TPRN,Glioma,High - Low,0.181336412,0.60678998,0.693285575
LYRM1,Glioma,High - Low,0.743578119,0.095935109,0.165994236
LACC1,Glioma,High - Low,0.430961266,0.541232925,0.635548223
PLSCR4,Glioma,High - Low,0.912649112,0.14029433,0.221871441
TSPAN14,Glioma,High - Low,0.990496531,0.018500234,0.050212536
MPV17L,Glioma,High - Low,0.606572847,0.290412779,0.39329484
AP1AR,Glioma,High - Low,2.693187316,5.93E-06,0.000669152
FSTL5,Glioma,High - Low,0.056469815,0.876734421,0.909666675
SLC14A1,Glioma,High - Low,0.704075786,0.537757762,0.632261349
MAPKBP1,Glioma,High - Low,-0.158833297,0.357863074,0.462126564
USP8,Glioma,High - Low,0.900263956,0.016272236,0.045958758
NUDT22,Glioma,High - Low,1.188613235,0.001893302,0.011632571
ARHGEF3,Glioma,High - Low,0.364031555,0.276243889,0.378372344
REPS1,Glioma,High - Low,1.346251571,0.002660844,0.014295624
SPIRE1,Glioma,High - Low,0.520991228,0.00127526,0.009301941
NCS1,Glioma,High - Low,0.471962809,0.429307991,0.532184201
GTPBP3,Glioma,High - Low,1.190326606,0.031400061,0.07281633
TOMM40,Glioma,High - Low,0.891302008,0.040078689,0.086378646
INPP1,Glioma,High - Low,1.01635374,0.044250328,0.092922141
ROBO2,Glioma,High - Low,0.536803849,0.09101443,0.159725907
ENTPD4,Glioma,High - Low,0.503496676,0.009474627,0.032062883
NAF1,Glioma,High - Low,2.186767416,0.000541515,0.005754914
SYNPO2,Glioma,High - Low,0.74873821,0.222384691,0.318983651
AEBP1,Glioma,High - Low,0.314902166,0.552157433,0.645597184
NSDHL,Glioma,High - Low,0.63903117,0.047711806,0.098268157
SYTL4,Glioma,High - Low,-0.175820164,0.708772023,0.780353352
KRBOX4,Glioma,High - Low,0.608242682,0.060185263,0.116620638
GASK1A,Glioma,High - Low,-0.034748783,0.917663129,0.940542384
KIAA1841,Glioma,High - Low,0.910033062,0.01929095,0.051567254
CLEC12B,Glioma,High - Low,0.298376174,0.555188997,0.648060727
SYNPR,Glioma,High - Low,-1.294429503,0.011244028,0.035784653
CDIN1,Glioma,High - Low,1.081596231,0.082173767,0.148093755
SLC9A3R2,Glioma,High - Low,0.483741701,0.347852213,0.452142264
ATP6V0A1,Glioma,High - Low,0.187685393,0.340415093,0.44463835
TCAF2,Glioma,High - Low,0.374602864,0.60147692,0.688928118
RELL2,Glioma,High - Low,1.356918722,0.020879393,0.054609247
ZNF562,Glioma,High - Low,1.932156129,5.19E-05,0.001823385
SHC1,Glioma,High - Low,1.19753725,0.01070599,0.034719287
DOCK9,Glioma,High - Low,0.095400977,0.819542168,0.867582924
ATF7,Glioma,High - Low,1.012548957,0.004510963,0.019680787
PLD1,Glioma,High - Low,-0.245745127,0.664750566,0.744532007
PLXNB1,Glioma,High - Low,0.593873417,0.194589768,0.286845736
DRC3,Glioma,High - Low,-0.092415111,0.860525638,0.897384434
ABHD17A,Glioma,High - Low,0.359333744,0.025661196,0.062894428
VWA5A,Glioma,High - Low,1.29597131,0.003804406,0.017679959
LTBP3,Glioma,High - Low,1.1799525,0.000360931,0.004697618
YAP1,Glioma,High - Low,0.92141082,0.113459702,0.188375334
CCDC77,Glioma,High - Low,1.39516385,0.004781903,0.020407256
MYO1B,Glioma,High - Low,0.201919364,0.682949016,0.759006152
STOX1,Glioma,High - Low,0.74683457,0.198932939,0.292064249
DNAJA4,Glioma,High - Low,-0.840229796,0.084675593,0.151352565
ACAA1,Glioma,High - Low,0.545346868,0.002351655,0.01322999
APBA2,Glioma,High - Low,0.885069541,0.002641201,0.014254429
SLC8A3,Glioma,High - Low,1.369115789,0.111401079,0.185900374
SMARCC2,Glioma,High - Low,0.940909279,0.001290974,0.009359507
C15orf62,Glioma,High - Low,-0.188995165,0.700049094,0.772893396
THAP5,Glioma,High - Low,0.902264296,0.003647667,0.017198021
AP1M1,Glioma,High - Low,0.619920574,0.000149763,0.003087947
SPAG9,Glioma,High - Low,0.647459535,0.001317304,0.009435152
EIF4E,Glioma,High - Low,0.73785998,0.00099758,0.008261424
GUCY1A1,Glioma,High - Low,0.614001123,0.307383279,0.411383959
HMGB2,Glioma,High - Low,0.834696293,0.048529479,0.099489933
RUFY3,Glioma,High - Low,0.679284429,0.004590168,0.019914964
ELOVL6,Glioma,High - Low,0.612819937,0.076209437,0.139847255
AHCYL2,Glioma,High - Low,0.710557414,0.161021908,0.247129274
PSMB5,Glioma,High - Low,1.158201371,0.000103176,0.002587898
CCDC149,Glioma,High - Low,0.471178055,0.362028616,0.466631292
IFT22,Glioma,High - Low,0.948237905,0.004160171,0.018705054
GAS7,Glioma,High - Low,-0.433683909,0.229755856,0.327374858
RTCA,Glioma,High - Low,0.215950707,0.266530028,0.367837847
PITPNM1,Glioma,High - Low,1.048427724,0.023918573,0.059890205
CAB39,Glioma,High - Low,1.067147239,0.012016008,0.037340633
PPIP5K1,Glioma,High - Low,0.321607163,0.228615294,0.325992164
CLDN5,Glioma,High - Low,0.471739777,0.410764539,0.513965989
RAD51AP1,Glioma,High - Low,1.173866713,0.110464271,0.184666586
PWWP2A,Glioma,High - Low,1.080828014,0.003649191,0.017199011
SUGT1,Glioma,High - Low,0.471906815,0.005428953,0.022195412
ZNF720,Glioma,High - Low,1.266434524,0.030879232,0.071965431
RABL2B,Glioma,High - Low,0.799203259,0.013074864,0.039544744
NEMP1,Glioma,High - Low,1.553531134,0.015809128,0.045112413
SUN1,Glioma,High - Low,1.031751628,0.001191785,0.009018428
ZNF385A,Glioma,High - Low,0.652020706,0.170320544,0.258102649
NSMF,Glioma,High - Low,0.467923315,0.186913977,0.277814133
TMEM131L,Glioma,High - Low,1.551578385,0.011889035,0.037159974
SATB1,Glioma,High - Low,0.681571456,0.204674342,0.298585088
PEX5,Glioma,High - Low,1.110232208,0.033066091,0.075425773
ATG10,Glioma,High - Low,1.010236927,0.025802907,0.063100012
ZCCHC9,Glioma,High - Low,0.718992167,0.232341041,0.330297638
INPP4A,Glioma,High - Low,0.747869436,0.026689364,0.06460415
ESRRG,Glioma,High - Low,0.286528261,0.487636537,0.586444858
AP3M2,Glioma,High - Low,0.771976441,0.177772373,0.267188122
PRR22,Glioma,High - Low,0.883694514,0.091920566,0.160683039
STRIP2,Glioma,High - Low,1.485486747,0.010408084,0.034095773
PSMG3,Glioma,High - Low,0.204620421,0.189718643,0.281121117
RBM20,Glioma,High - Low,0.010290508,0.980185333,0.986057428
SLC6A6,Glioma,High - Low,0.251928485,0.546794744,0.640814857
CCNJ,Glioma,High - Low,1.333233908,0.01173134,0.036860676
TBC1D5,Glioma,High - Low,1.534724944,0.00290523,0.015088529
ZDHHC4,Glioma,High - Low,0.940081179,0.004789881,0.02042133
C7orf50,Glioma,High - Low,0.366394389,0.045887637,0.095456085
VAV2,Glioma,High - Low,0.841923158,0.089053688,0.15709781
CYB561D1,Glioma,High - Low,0.831869414,0.120675112,0.197498769
RUNDC3B,Glioma,High - Low,-0.601615102,0.294224577,0.397101576
TBCCD1,Glioma,High - Low,1.670785367,0.003207945,0.015927805
CDV3,Glioma,High - Low,0.764026502,0.013048385,0.039498068
AZI2,Glioma,High - Low,0.310100541,0.337882035,0.442167865
SPOCK2,Glioma,High - Low,-0.403743374,0.218685867,0.314643303
IQCG,Glioma,High - Low,1.039623287,0.104696467,0.177127645
ZNF502,Glioma,High - Low,1.380006018,0.033495869,0.076072806
TMEM130,Glioma,High - Low,-1.012100903,0.181604827,0.271401895
LSMEM1,Glioma,High - Low,0.16526929,0.67457404,0.752229322
GSE1,Glioma,High - Low,1.059199444,0.065040196,0.123595252
LRRC8B,Glioma,High - Low,-0.380225357,0.294301429,0.39713307
LRRC8D,Glioma,High - Low,0.357101812,0.335122204,0.439390648
TOMM6,Glioma,High - Low,1.012882435,4.73E-05,0.001739478
AFAP1,Glioma,High - Low,1.130866227,0.036104968,0.080258463
ZNF213,Glioma,High - Low,0.898127923,0.046478529,0.096318991
TRMT10A,Glioma,High - Low,0.857121979,0.04868572,0.099742938
HOGA1,Glioma,High - Low,0.270745978,0.625285978,0.710525351
DERL1,Glioma,High - Low,1.052980529,0.002984373,0.015302947
NFIA,Glioma,High - Low,1.019313743,0.092301232,0.161240831
OST4,Glioma,High - Low,0.914008578,0.013556521,0.04048712
SARDH,Glioma,High - Low,-0.367383668,0.033301175,0.075762343
DEK,Glioma,High - Low,0.841943733,0.004824572,0.020494949
ARFRP1,Glioma,High - Low,0.896878579,0.009420113,0.031969296
SLC12A5,Glioma,High - Low,-0.707359198,0.436211169,0.538650649
KLC2,Glioma,High - Low,0.944234672,0.096524775,0.166728084
IPO11,Glioma,High - Low,0.736408475,0.000507109,0.005588869
AHI1,Glioma,High - Low,0.470155185,0.232936101,0.330927992
PPP1R18,Glioma,High - Low,1.17192178,0.009783826,0.032728871
KIF9,Glioma,High - Low,0.798331892,0.066613295,0.125908456
RTL1,Glioma,High - Low,-0.099538963,0.821535883,0.868920697
FERMT2,Glioma,High - Low,0.917838447,0.000311155,0.004380599
ELMOD3,Glioma,High - Low,0.523913099,0.337788368,0.442133671
JDP2,Glioma,High - Low,1.037391155,0.074937301,0.138093467
RIC3,Glioma,High - Low,1.609218372,0.000652517,0.00637568
DNAJA3,Glioma,High - Low,0.343678561,0.095696935,0.165669703
DPF1,Glioma,High - Low,1.396830988,0.001550439,0.010335995
NEDD1,Glioma,High - Low,1.236473419,0.042877318,0.09076681
ASAP2,Glioma,High - Low,-0.203851235,0.479454085,0.578730739
IHO1,Glioma,High - Low,-1.064289065,0.013628306,0.040599638
FKBP6,Glioma,High - Low,-0.545642702,0.234184066,0.332376365
ZSCAN31,Glioma,High - Low,0.213475497,0.610498927,0.696459219
TAF12,Glioma,High - Low,0.83942349,0.003243299,0.016049884
C1orf226,Glioma,High - Low,1.177989854,0.088455766,0.156380143
NDRG1,Glioma,High - Low,-1.315278276,0.010025418,0.033281643
MKNK1,Glioma,High - Low,0.676488308,0.164809012,0.251702367
DYNC1I1,Glioma,High - Low,-0.083773566,0.882318688,0.913427383
HSF2,Glioma,High - Low,0.846520221,0.007247055,0.026781172
SMIM13,Glioma,High - Low,0.581508583,0.245234678,0.344512622
C5orf24,Glioma,High - Low,0.900457557,0.0001842,0.003336123
GDAP2,Glioma,High - Low,0.595704318,0.117867465,0.193849858
CLHC1,Glioma,High - Low,0.960094877,0.077769824,0.141895249
ARHGAP26,Glioma,High - Low,-0.185725888,0.445740074,0.547877782
C11orf68,Glioma,High - Low,0.951017323,0.013453669,0.040327127
PIP5K1A,Glioma,High - Low,0.516059259,0.048322414,0.099120377
INPP5K,Glioma,High - Low,0.875041541,0.020598999,0.054116685
PTPRK,Glioma,High - Low,0.208512772,0.728183235,0.795795165
EIF2AK2,Glioma,High - Low,0.96395272,0.002568068,0.014009884
PABPC4,Glioma,High - Low,0.702948912,0.082912539,0.149137775
NRXN1,Glioma,High - Low,0.14545462,0.760292426,0.821464659
RAB29,Glioma,High - Low,2.199934468,0.000228009,0.003722343
MSRA,Glioma,High - Low,0.775769079,9.00E-05,0.002409235
ATL2,Glioma,High - Low,0.562623359,0.025793602,0.06308904
SMIM19,Glioma,High - Low,0.458606113,0.032802636,0.074993001
TARM1,Glioma,High - Low,-0.856980565,0.003892389,0.017875501
ECD,Glioma,High - Low,0.777404739,0.005004232,0.020926351
RPN2,Glioma,High - Low,0.854737112,0.003063212,0.01553515
LRP5L,Glioma,High - Low,0.5413794,0.255478196,0.356080265
SPATA2,Glioma,High - Low,0.51516164,0.316569608,0.421243263
SYN3,Glioma,High - Low,-0.170984982,0.706751435,0.778753844
ZBTB43,Glioma,High - Low,1.444987086,0.00594234,0.023626803
FDPS,Glioma,High - Low,1.082948535,0.012398699,0.03819322
RNF185,Glioma,High - Low,0.738446726,0.003579989,0.017001377
PHF21B,Glioma,High - Low,0.808805229,0.010923674,0.035115065
PIK3IP1,Glioma,High - Low,-0.012438047,0.972472617,0.980636473
POSTN,Glioma,High - Low,0.525526079,0.565377702,0.656905456
GKAP1,Glioma,High - Low,0.090003486,0.656676703,0.737381481
TRPC4,Glioma,High - Low,-0.472889862,0.399658578,0.503437537
TTC39C,Glioma,High - Low,0.183529205,0.683092963,0.759083489
NDUFB11,Glioma,High - Low,0.802832439,0.00256636,0.014009884
AGER,Glioma,High - Low,1.285420293,0.056238919,0.110560987
ABL2,Glioma,High - Low,1.588528497,0.001974946,0.011960207
NFATC4,Glioma,High - Low,0.575322064,0.259398289,0.360159258
SEC13,Glioma,High - Low,1.108323919,0.022068842,0.056683115
DEPDC5,Glioma,High - Low,0.764551043,0.007334423,0.027012545
ATG7,Glioma,High - Low,0.630185287,0.006529582,0.025042716
PUF60,Glioma,High - Low,0.781658325,0.001294968,0.00937177
TRMT1,Glioma,High - Low,2.343093231,1.75E-05,0.001131736
ZNF692,Glioma,High - Low,1.634178423,0.019363801,0.051677587
LIMS2,Glioma,High - Low,1.58702969,0.019007397,0.0510176
ZNF415,Glioma,High - Low,-0.017400135,0.969237043,0.978167622
TMUB1,Glioma,High - Low,1.572329578,0.000149296,0.003087947
LRIG3,Glioma,High - Low,-0.078467653,0.929128031,0.949357992
TMEM132C,Glioma,High - Low,-0.079503057,0.891506179,0.920833891
COLCA2,Glioma,High - Low,-0.754156252,0.210389582,0.304985695
BEAN1,Glioma,High - Low,-0.211943713,0.632204332,0.716228375
R3HCC1,Glioma,High - Low,0.911067044,0.018608393,0.050437619
FBXO28,Glioma,High - Low,1.482364546,0.004633652,0.020036261
SLF2,Glioma,High - Low,1.070327718,0.001590515,0.010490987
ALG1L2,Glioma,High - Low,-0.330541851,0.598949909,0.686874937
OTUD5,Glioma,High - Low,0.578304268,2.44E-05,0.001315415
FZR1,Glioma,High - Low,1.121196636,0.012931675,0.039330195
GRAMD1A,Glioma,High - Low,0.861266955,0.008799718,0.03057715
BORCS7,Glioma,High - Low,0.424378817,0.264991901,0.366178255
RCOR3,Glioma,High - Low,0.645733167,0.000137712,0.002937361
SGMS2,Glioma,High - Low,0.707512788,0.072096181,0.134122663
ATXN7L3B,Glioma,High - Low,0.789619233,0.001128677,0.008854913
C2CD4C,Glioma,High - Low,0.230072622,0.601993218,0.689331196
IFFO2,Glioma,High - Low,0.185118869,0.495964749,0.594277154
DAZAP2,Glioma,High - Low,0.586300279,0.012680316,0.038760245
AKIRIN1,Glioma,High - Low,0.399502196,0.127643547,0.206096554
TMEM108,Glioma,High - Low,1.786835136,0.004477665,0.019607379
ANP32E,Glioma,High - Low,0.235442652,0.170745719,0.258537492
C1orf198,Glioma,High - Low,0.571829023,0.166981441,0.254042297
BTF3L4,Glioma,High - Low,1.02330354,0.007616316,0.027702404
ZNF841,Glioma,High - Low,0.739726845,0.036944996,0.081571031
ZNF844,Glioma,High - Low,1.284352287,0.001154093,0.008925389
SYT2,Glioma,High - Low,-0.441760238,0.487433001,0.586332433
BTBD19,Glioma,High - Low,-0.362165461,0.4796111,0.5788669
ACAD10,Glioma,High - Low,0.721938226,0.023663126,0.059443843
LYSMD1,Glioma,High - Low,0.927171063,0.074512352,0.137642063
TLK1,Glioma,High - Low,1.694837746,0.000155865,0.003146788
ZAR1L,Glioma,High - Low,0.15242033,0.721787635,0.790693232
LRRFIP1,Glioma,High - Low,0.106407879,0.732941458,0.799433732
TMEM151B,Glioma,High - Low,0.30767437,0.404250854,0.508097959
ZBTB42,Glioma,High - Low,0.01397487,0.9773473,0.98426338
PARVG,Glioma,High - Low,-0.104415799,0.812309691,0.862157165
ILF3,Glioma,High - Low,1.141874835,1.89E-05,0.001177787
ATXN1L,Glioma,High - Low,0.536586939,0.095478129,0.1653565
TTLL11,Glioma,High - Low,0.409534025,0.228171158,0.325500651
SVOPL,Glioma,High - Low,0.761565962,0.186507114,0.277335338
BCAP31,Glioma,High - Low,0.331845313,0.009508454,0.032107976
CNST,Glioma,High - Low,0.818375284,0.031118226,0.072353634
ALOX15,Glioma,High - Low,0.897378601,0.063765916,0.121685926
C4orf48,Glioma,High - Low,1.180210882,0.036150447,0.080310831
ATP13A2,Glioma,High - Low,-0.137519673,0.554466178,0.647429383
TP53BP1,Glioma,High - Low,1.049454667,0.035191502,0.078816683
RAB11FIP3,Glioma,High - Low,2.101766453,0.000928821,0.007896786
NIPA1,Glioma,High - Low,-0.208889542,0.430458185,0.53335753
RNASEH2B,Glioma,High - Low,0.896659154,0.114509192,0.189636838
SEMA4D,Glioma,High - Low,-0.249183203,0.547794656,0.641584706
EMC8,Glioma,High - Low,1.265835036,0.005670414,0.022860789
MGRN1,Glioma,High - Low,1.052345193,0.000295384,0.004228643
ARFGAP3,Glioma,High - Low,0.93402671,0.004800064,0.020451429
SPART,Glioma,High - Low,0.642168906,0.011688932,0.036771548
TMEM67,Glioma,High - Low,0.242333902,0.415660013,0.518817156
TMEM169,Glioma,High - Low,0.080042858,0.857722897,0.895690372
DMTF1,Glioma,High - Low,1.211314884,0.000892006,0.007714028
THOC6,Glioma,High - Low,0.420534111,0.018324669,0.049859703
ST6GAL2,Glioma,High - Low,0.668224218,0.369427114,0.474185061
SLC10A3,Glioma,High - Low,0.784836694,0.149904603,0.233923032
NEDD9,Glioma,High - Low,2.227726338,0.005654931,0.022816644
CTIF,Glioma,High - Low,0.556501494,0.278524721,0.380858921
PRELID3A,Glioma,High - Low,0.050941841,0.892102512,0.921304479
MORF4L2,Glioma,High - Low,0.580506538,0.005230491,0.021603414
EDC3,Glioma,High - Low,0.693073716,0.085280952,0.152112662
ECSIT,Glioma,High - Low,2.310412952,0.000462659,0.005346503
HES4,Glioma,High - Low,1.578504444,0.025555585,0.062670776
BMERB1,Glioma,High - Low,0.495950111,0.003427998,0.016568025
INTS12,Glioma,High - Low,1.376637182,0.014652083,0.042878792
NREP,Glioma,High - Low,1.745046126,0.000608954,0.00614255
MLKL,Glioma,High - Low,0.141867299,0.819195689,0.867356393
FLYWCH2,Glioma,High - Low,1.145584203,0.038306194,0.083639606
MON1A,Glioma,High - Low,1.117907139,0.049999354,0.1016682
SLC35B3,Glioma,High - Low,0.370314713,0.038971613,0.084717804
WDR47,Glioma,High - Low,0.33388517,0.340179448,0.444406493
CPSF7,Glioma,High - Low,1.032924335,5.60E-05,0.001897272
BBX,Glioma,High - Low,0.860829269,0.000532179,0.005706645
ZNF780A,Glioma,High - Low,0.686438437,0.130605527,0.209895442
NFYC,Glioma,High - Low,0.467281085,0.037954029,0.083100573
ITPK1,Glioma,High - Low,0.216896996,0.4751061,0.574541809
EFTUD2,Glioma,High - Low,1.133208466,6.91E-05,0.00211944
TGFBRAP1,Glioma,High - Low,1.24753786,0.000944418,0.007977592
PIK3R5,Glioma,High - Low,-0.351345351,0.488328572,0.587061427
TNRC6C,Glioma,High - Low,0.945902282,0.00026036,0.003996365
FBRSL1,Glioma,High - Low,0.720071934,0.009510023,0.032107976
SPHKAP,Glioma,High - Low,-0.536018513,0.318258176,0.422981877
HNRNPLL,Glioma,High - Low,0.932286069,0.003012192,0.015404217
ATG13,Glioma,High - Low,0.512650576,0.019603506,0.052157836
CHID1,Glioma,High - Low,0.768261702,0.034945015,0.078412181
ARHGAP32,Glioma,High - Low,0.714034451,0.036352047,0.080657067
DLG2,Glioma,High - Low,-0.514688071,0.407232577,0.510766944
FAM111B,Glioma,High - Low,0.503973192,0.244798673,0.344033742
ERI2,Glioma,High - Low,1.333831733,0.037152121,0.081875105
HSD3B7,Glioma,High - Low,0.803338868,0.191460218,0.283288898
C17orf49,Glioma,High - Low,0.954157266,5.73E-05,0.001908625
SLC6A8,Glioma,High - Low,1.192540006,0.000109599,0.002652457
SPATC1L,Glioma,High - Low,1.243601463,0.035219196,0.078851733
PIEZO1,Glioma,High - Low,0.168269197,0.701298611,0.774011861
TMOD2,Glioma,High - Low,0.552533283,0.390901897,0.495361841
API5,Glioma,High - Low,0.770528374,0.0005908,0.006038516
GREB1L,Glioma,High - Low,1.027489376,0.188890785,0.28021154
AMIGO2,Glioma,High - Low,0.150218314,0.735949976,0.801379993
MPC2,Glioma,High - Low,0.296430962,0.090206273,0.158596849
DIS3L,Glioma,High - Low,1.391873531,0.000940378,0.007953728
SYCE1,Glioma,High - Low,-0.562726883,0.379929709,0.484552862
FAM13C,Glioma,High - Low,0.91828503,0.163901037,0.250520229
CTDNEP1,Glioma,High - Low,0.937214528,0.000196369,0.003465301
SLC25A39,Glioma,High - Low,1.027830086,0.002294101,0.013036745
TPCN1,Glioma,High - Low,0.850533078,0.014323109,0.04210428
ZBTB14,Glioma,High - Low,0.574878642,0.186007185,0.276780551
MAPRE2,Glioma,High - Low,0.007423657,0.978169188,0.984863825
PDE2A,Glioma,High - Low,-0.011415286,0.97585009,0.983209329
TCTN2,Glioma,High - Low,0.776507059,0.179251625,0.268832179
TCHP,Glioma,High - Low,1.180677022,0.033751746,0.076468526
RPH3A,Glioma,High - Low,0.219062047,0.800713576,0.853864054
BSDC1,Glioma,High - Low,0.466316968,0.027071753,0.065276329
TRAFD1,Glioma,High - Low,0.751181071,0.011076366,0.035457913
C15orf61,Glioma,High - Low,0.071032478,0.902363959,0.928897815
TMEM30A,Glioma,High - Low,-0.246462709,0.17335573,0.261702592
C2orf74,Glioma,High - Low,0.321227099,0.617522392,0.703307296
TBC1D7,Glioma,High - Low,1.225274374,0.063325533,0.121057265
CDYL,Glioma,High - Low,1.853934777,0.000420538,0.005084756
ZCCHC18,Glioma,High - Low,0.94826527,0.099858876,0.170931137
NDE1,Glioma,High - Low,0.260008232,0.44077389,0.543055663
CCDC154,Glioma,High - Low,0.276704498,0.577995467,0.667690404
CHRDL1,Glioma,High - Low,0.842552348,0.229079524,0.326547437
BANF1,Glioma,High - Low,1.137022879,0.000555348,0.005840303
TLE6,Glioma,High - Low,0.029814106,0.93936817,0.95698315
NBPF6,Glioma,High - Low,0.919247193,0.111241668,0.185658019
